,Cand_Name,Cand_Office_St,Cand_Office_Dist,Cand_Party_Affiliation,Year,percent_bachelor_or_above
7794,"OLIVAS, MIGUEL",AZ,1.0,DEM,2016,23.6
7795,"SULLIVAN, KAYTO MR JR",AZ,1.0,DEM,2016,23.6
7796,"PARRISH, RAY",AZ,1.0,GRE,2016,23.6
7797,"BENNETT, KEN",AZ,1.0,REP,2016,23.6
7798,"ALLEN, KIM LEE",AZ,1.0,LIB,2016,23.6
7799,"REDD, SHAWN MR.",AZ,1.0,REP,2016,23.6
7800,"MALNES, BRIAN EDWARD",AZ,1.0,IND,2016,23.6
7801,"GOWAN , DAVID MATTHEW SR",AZ,1.0,REP,2016,23.6
7802,"MALONEY, JAMES",AZ,1.0,DEM,2016,23.6
7803,"BABEU, PAUL RAYMOND",AZ,1.0,REP,2016,23.6
7804,"ROGERS, WENDY",AZ,1.0,REP,2016,23.6
7805,"KIEHNE, GARY",AZ,1.0,REP,2016,23.6
7806,"O'HALLERAN, TOM",AZ,1.0,DEM,2016,23.6
7807,"STEELE, VICTORIA L",AZ,2.0,DEM,2016,33.0
7808,"BEAN, ROWAN MR",AZ,2.0,IND,2016,33.0
7809,"SWING, GARY",AZ,2.0,GRE,2016,33.0
7810,"TILTON, EDWARD G JR",AZ,2.0,LIB,2016,33.0
7811,"MCSALLY, MARTHA E. MS.",AZ,2.0,REP,2016,33.0
7812,"HEINZ, MATTHEW GERALD DR.",AZ,2.0,DEM,2016,33.0
7813,"BACON, EAT",AZ,3.0,IND,2016,15.7
7814,"GIOVE, SALVADORE",AZ,3.0,REP,2016,15.7
7815,"SANCHEZ, FEDERICO",AZ,3.0,UKN,2016,15.7
7816,GO VEGAN,AZ,3.0,UNK,2016,15.7
7817,"VILLARREAL, JAMES",AZ,3.0,DEM,2016,15.7
7818,"VASQUEZ, JAIME ALFREDO",AZ,3.0,UNK,2016,15.7
7819,"SAN MIGUEL, EDNA",AZ,3.0,REP,2016,15.7
7820,"ABATECOLA, BILL",AZ,3.0,REP,2016,15.7
7821,"MARTIN, HARVEY LCPL",AZ,3.0,VET,2016,15.7
7822,"ROSS, MIKE",AZ,3.0,LIB,2016,15.7
7823,"GRIJALVA, RAUL M",AZ,3.0,DEM,2016,15.7
7824,"GOSAR, PAUL DR.",AZ,4.0,REP,2016,18.6
7825,"STRAUSS, RAYMOND JOHN",AZ,4.0,REP,2016,18.6
7826,"HIXON, ROBERT",AZ,4.0,DEM,2016,18.6
7827,"DANIELS, JEFFERY",AZ,4.0,LIB,2016,18.6
7828,"WEISSER, MIKEL",AZ,4.0,DEM,2016,18.6
7829,"REMAKLUS, KINSEY",AZ,5.0,DEM,2016,34.7
7830,"STAPLEY, DONALD T",AZ,5.0,REP,2016,34.7
7831,"DANIELS, NOLAN",AZ,5.0,LIB,2016,34.7
7832,"MARTYN, BRYAN",AZ,5.0,REP,2016,34.7
7833,"JONES, CHRISTINE",AZ,5.0,REP,2016,34.7
7834,"FUENTES, TALIA",AZ,5.0,DEM,2016,34.7
7835,"BIGGS, ANDY",AZ,5.0,REP,2016,34.7
7836,"OLSON, JUSTIN",AZ,5.0,REP,2016,34.7
7837,"WILLIAMSON, WALTER JOHN",AZ,6.0,DEM,2016,42.9
7838,"SINUK, BRIAN",AZ,6.0,DEM,2016,42.9
7839,"SUTTON, AARON",AZ,6.0,DEM,2016,42.9
7840,"WITTENBERG, RUSS",AZ,6.0,DEM,2016,42.9
7841,"SHOEN, MICHAEL",AZ,6.0,LIB,2016,42.9
7842,"SCHWEIKERT, DAVID",AZ,6.0,REP,2016,42.9
7843,"NUNEZ, EVANGELINE MARTINEZ",AZ,7.0,REP,2016,14.0
7844,"CHAVEZ, CESAR",AZ,7.0,DEM,2016,14.0
7845,"COBB, JOE",AZ,7.0,LIB,2016,14.0
7846,"WESTBROOKS, NEIL B.",AZ,7.0,GRE,2016,14.0
7847,"ORTEGA, GUSTAVO",AZ,7.0,DEM,2016,14.0
7848,"GALLEGO, RUBEN",AZ,7.0,DEM,2016,14.0
7849,"DEVIVO, JOE",AZ,8.0,DEM,2016,28.3
7850,"VAN STEENWYK, CLAIR JEROME MARION",AZ,8.0,REP,2016,28.3
7851,"GRAYSON, RICHARD",AZ,8.0,GRE,2016,28.3
7852,"KEENER III, HAYDEN",AZ,8.0,REP,2016,28.3
7853,"ARMSTRONG-STONER, DEREK JAMES",AZ,8.0,DEM,2016,28.3
7854,"SALAZAR, MARK",AZ,8.0,GRE,2016,28.3
7855,"FRANKS, TRENT",AZ,8.0,REP,2016,28.3
7856,"GILES, DAVID VICTOR",AZ,9.0,REP,2016,36.7
7857,"GROEN, ROSS",AZ,9.0,REP,2016,36.7
7858,"BELLO, AXEL",AZ,9.0,IND,2016,36.7
7859,"DOLEGO, CARY",AZ,9.0,GRE,2016,36.7
7860,"SHELDON, MATTHEW DOUGLAS",AZ,9.0,REP,2016,36.7
7861,"SHIPLEY, MIKE",AZ,9.0,LIB,2016,36.7
7862,"SINEMA, KYRSTEN",AZ,9.0,DEM,2016,36.7
7863,"AGRA, JOHN",AZ,9.0,REP,2016,36.7
7864,"DAVIDSON, STIEVEN LEE MR",CA,0.0,REP,2016,
7865,"WHITE, JEFFERY SAALIK",CA,0.0,REP,2016,
7866,"ESTRADA, LUIS CARLOS MR.",CA,0.0,DEM,2016,
7867,"MONTES, JOSEPH",CA,1.0,REP,2016,23.2
7868,"OXLEY, GARY ALLEN",CA,1.0,REP,2016,23.2
7869,"WRIGHT, DOUGLAS A.",CA,1.0,REP,2016,23.2
7870,"CHEADLE, GREGORY",CA,1.0,REP,2016,23.2
7871,"PETERSON, DAVID",CA,1.0,DEM,2016,23.2
7872,"GERLACH, JEFFREY D",CA,1.0,NPA,2016,23.2
7873,"REED, JAMES E",CA,1.0,DEM,2016,23.2
7874,"BRANCA, ALBERT JAMES MR.",CA,1.0,REP,2016,23.2
7875,"LAMALFA, DOUG",CA,1.0,REP,2016,23.2
7876,"WOOKEY, MATTHEW ROBERT",CA,2.0,NPA,2016,40.0
7877,"CAFFREY, ANDY",CA,2.0,DEM,2016,40.0
7878,"SCHRODE, ERIN AZARIA",CA,2.0,DEM,2016,40.0
7879,"MENSING, DALE KENNETH",CA,2.0,REP,2016,40.0
7880,"HUFFMAN, JARED",CA,2.0,DEM,2016,40.0
7881,"DETERT, RYAN",CA,3.0,REP,2016,24.5
7882,"GARAMENDI, JOHN",CA,3.0,DEM,2016,24.5
7883,"CLEEK, N EUGENE MD",CA,3.0,REP,2016,24.5
7884,"WHITE, SEAN",CA,4.0,DEM,2016,32.2
7885,"MCCLINTOCK, THOMAS",CA,4.0,REP,2016,32.2
7886,"DERLET, ROBERT WAYNE",CA,4.0,DEM,2016,32.2
7887,"SANTAMARIA, CARLOS J",CA,5.0,REP,2016,30.4
7888,"POLING, ALEX",CA,5.0,DEM,2016,30.4
7889,"PALSSON, NILS",CA,5.0,DEM,2016,30.4
7890,"THOMPSON, MIKE MR.",CA,5.0,DEM,2016,30.4
7891,"EVANS, ROBERT S",CA,6.0,REP,2016,26.8
7892,"JEFFERSON, DELMA JRMAR",CA,6.0,DEM,2016,26.8
7893,"SERETSKIY, YURIY",CA,6.0,NON,2016,26.8
7894,"GALVAN, MARIO",CA,6.0,NNE,2016,26.8
7895,"MATSUI, DORIS",CA,6.0,DEM,2016,26.8
7896,"JONES, SCOTT",CA,7.0,REP,2016,32.6
7897,"BERA, AMERISH",CA,7.0,DEM,2016,32.6
7898,"LAPLANTE, ROGER ALAN",CA,8.0,DEM,2016,16.0
7899,DR RITA RAMIREZ,CA,8.0,DEM,2016,16.0
7900,"PINKERTON, JOHN",CA,8.0,DEM,2016,16.0
7901,"DONNELLY, TIM",CA,8.0,REP,2016,16.0
7902,"COOK, PAUL",CA,8.0,REP,2016,16.0
7903,"AMADOR, ANTONIO C",CA,9.0,REP,2016,19.7
7904,"SILVA, ROBERT LEO II MA",CA,9.0,REP,2016,19.7
7905,"APPLEBY, ALEXANDER E",CA,9.0,LIB,2016,19.7
7906,"NANCE, KATHRYN D",CA,9.0,REP,2016,19.7
7907,"MCNERNEY, JERRY",CA,9.0,DEM,2016,19.7
7908,"HODGES, ROBERT L",CA,10.0,REP,2016,17.2
7909,"DENHAM, JEFF",CA,10.0,REP,2016,17.2
7910,"BARKLEY, MICHAEL JAMES",CA,10.0,DEM,2016,17.2
7911,"EGGMAN, MICHAEL RAY",CA,10.0,DEM,2016,17.2
7912,"DESAULNIER, MARK",CA,11.0,DEM,2016,42.6
7913,"PETERSEN, ROGER",CA,11.0,REP,2016,42.6
7914,"PICUS, PRESTON",CA,12.0,IND,2016,56.3
7915,"HERMANSON, BARRY",CA,12.0,GRE,2016,56.3
7916,"MILLER, ROBERT",CA,12.0,REP,2016,56.3
7917,"PELOSI, NANCY",CA,12.0,DEM,2016,56.3
7918,"LEE, BARBARA",CA,13.0,DEM,2016,46.1
7919,"CARO, SUZANNE M",CA,13.0,REP,2016,46.1
7920,"CARDENAS, ANGEL",CA,14.0,REP,2016,44.7
7921,"SPEIER, JACKIE",CA,14.0,DEM,2016,44.7
7922,"TURNER, DANNY REID",CA,15.0,REP,2016,42.4
7923,"SWALWELL, ERIC MICHAEL",CA,15.0,DEM,2016,42.4
7924,"TACHERRA, JOHNNY",CA,16.0,REP,2016,12.0
7925,"ROGERS, DAVID BRYAN",CA,16.0,REP,2016,12.0
7926,"COSTA, JIM MR.",CA,16.0,DEM,2016,12.0
7927,"WATSON, KENNITA",CA,17.0,LIB,2016,54.9
7928,"KUO, PETER",CA,17.0,REP,2016,54.9
7929,"OLIVERIO, PIERLUIGI",CA,17.0,DEM,2016,54.9
7930,"HONDA, MIKE",CA,17.0,DEM,2016,54.9
7931,"COHEN, RONALD H",CA,17.0,REP,2016,54.9
7932,"KHANNA, ROHIT",CA,17.0,DEM,2016,54.9
7933,"HARLOW, BOB",CA,18.0,DEM,2016,60.5
7934,"ESHOO, ANNA G.",CA,18.0,DEM,2016,60.5
7935,"FOX, RICHARD B",CA,18.0,REP,2016,60.5
7936,"LANCASTER, GORDON K CA",CA,19.0,REP,2016,33.5
7937,"LOFGREN, ZOE",CA,19.0,DEM,2016,33.5
7938,"WILLIAMS, JOE",CA,20.0,PAF,2016,27.1
7939,"HONEGGER, BARBARA",CA,20.0,NPA,2016,27.1
7940,"DIGBY, JACK",CA,20.0,NPA,2016,27.1
7941,"PANETTA, JAMES VARNI",CA,20.0,DEM,2016,27.1
7942,"BRUNER, MATTHEW",CA,20.0,IND,2016,27.1
7943,"LUCIUS, CASEY",CA,20.0,REP,2016,27.1
7944,"RUBIO, MICHAEL",CA,21.0,DEM,2016,8.1
7945,"SPEARS, LINDA MARIMARIE AKA 'WHITEFEAT",CA,21.0,IND,2016,8.1
7946,"PARRA, DANIEL",CA,21.0,DEM,2016,8.1
7947,"PEREZ, CONNIE",CA,21.0,DEM,2016,8.1
7948,"HUERTA, EMILIO JESUS MR.",CA,21.0,DEM,2016,8.1
7949,"VALADAO, DAVID",CA,21.0,REP,2016,8.1
7950,"ANDRES, TERESITA AYA",CA,22.0,UNK,2016,24.0
7951,"SANTIAGO, ALBERTO ZUNIGA",CA,22.0,IND,2016,24.0
7952,"CAMPOS, LOUIE J",CA,22.0,DEM,2016,24.0
7953,"NUNES, DEVIN G",CA,22.0,REP,2016,24.0
7954,"MORRIS, GERALD A",CA,23.0,REP,2016,19.6
7955,"METTLER, KEN",CA,23.0,REP,2016,19.6
7956,"REED, WENDY",CA,23.0,DEM,2016,19.6
7957,"MCCARTHY, KEVIN",CA,23.0,REP,2016,19.6
7958,"KOKKONEN, MATT",CA,24.0,REP,2016,33.0
7959,"UEBERSAX, JOHN",CA,24.0,NPA,2016,33.0
7960,"LUCAS, BENJAMIN",CA,24.0,DEM,2016,33.0
7961,"OSHINS, JEFF",CA,24.0,DEM,2016,33.0
7962,"OSTRANDER, WILLIAM",CA,24.0,DEM,2016,33.0
7963,"ACHADJIAN, KHATCHIK",CA,24.0,REP,2016,33.0
7964,"SCHNEIDER, HELENE",CA,24.0,DEM,2016,33.0
7965,"CARBAJAL, SALUD",CA,24.0,DEM,2016,33.0
7966,"ISAKSON, STEVE WESLEY PHD",CA,24.0,NNE,2016,33.0
7967,"FAREED, JUSTIN",CA,24.0,REP,2016,33.0
7968,"BOMBERGER, JEFFREY",CA,25.0,IND,2016,27.3
7969,"GUTZEIT, MARIA",CA,25.0,DEM,2016,27.3
7970,"GAMBLE , VENICE JAYMES II",CA,25.0,DEM,2016,27.3
7971,"THOMAS, EVAN CHARLES",CA,25.0,DEM,2016,27.3
7972,"MOFFATT, JEFFREY",CA,25.0,REP,2016,27.3
7973,"VINCE, LOU",CA,25.0,DEM,2016,27.3
7974,"CAFORIO, BRYAN",CA,25.0,DEM,2016,27.3
7975,"KNIGHT, STEVE",CA,25.0,REP,2016,27.3
7976,"BROWNLEY, JULIA",CA,26.0,DEM,2016,32.4
7977,"DAGNESSES, RAFAEL",CA,26.0,REP,2016,32.4
7978,"SWEENEY, TIM",CA,27.0,NPA,2016,41.2
7979,"BARAJAS, RAMON MISTER III",CA,27.0,REP,2016,41.2
7980,"ORSWELL, JACK",CA,27.0,REP,2016,41.2
7981,"CHU, JUDY",CA,27.0,DEM,2016,41.2
7982,"GRAY, CASEY LOGSDON",CA,28.0,REP,2016,44.3
7983,"SCHIFF, ADAM",CA,28.0,DEM,2016,44.3
7984,"GENOVESE, SAL",CA,28.0,DEM,2016,44.3
7985,"SOLIS, LENORE",CA,28.0,REP,2016,44.3
7986,"GUZMAN, DAVID",CA,29.0,DEM,2016,19.3
7987,"ALARCON, RICHARD ANTHONY MR.",CA,29.0,DEM,2016,19.3
7988,"SHAMMAS, JOSEPH IVARO",CA,29.0,DEM,2016,19.3
7989,"BERNAL, BENITO BENNY",CA,29.0,DEM,2016,19.3
7990,"CARDENAS, TONY",CA,29.0,DEM,2016,19.3
7991,"SINGH, NAVRAJ",CA,30.0,REP,2016,42.1
7992,"REED, MARK",CA,30.0,REP,2016,42.1
7993,"TOWNSEND, CHRISTOPHER DAVID",CA,30.0,REP,2016,42.1
7994,"PATRICK, PATREA",CA,30.0,DEM,2016,42.1
7995,"DAVIS, LUKE",CA,30.0,DEM,2016,42.1
7996,"SHERMAN, BRAD",CA,30.0,DEM,2016,42.1
7997,"RAB, AEJAZ (RAJI)",CA,30.0,DEM,2016,42.1
7998,"AHMED, KAISAR",CA,31.0,DEM,2016,23.0
7999,"BACA, JOE",CA,31.0,REP,2016,23.0
8000,"FLYNN, SEAN MASAKI",CA,31.0,REP,2016,23.0
8001,"AGUILAR, PETE",CA,31.0,DEM,2016,23.0
8002,"CHABOT, PAUL R DR.",CA,31.0,REP,2016,23.0
8003,"FISHER, GORDAN E.",CA,32.0,REP,2016,20.5
8004,"NAPOLITANO, GRACE",CA,32.0,DEM,2016,20.5
8005,"HERNANDEZ, ROGER",CA,32.0,DEM,2016,20.5
8006,"WRIGHT, KENNETH W DR.",CA,33.0,REP,2016,63.3
8007,"LIEU, TED",CA,33.0,DEM,2016,63.3
8008,"MEJIA, KENNETH",CA,34.0,DEM,2016,24.2
8009,"EDWARDS, ADRIENNE NICOLE",CA,34.0,DEM,2016,24.2
8010,"BECERRA, XAVIER",CA,34.0,DEM,2016,24.2
8011,"TORRES, NORMA",CA,35.0,DEM,2016,14.8
8012,"FISCHELLA, TYLER R",CA,35.0,REP,2016,14.8
8013,"WATSON, LUPE RAMOS",CA,36.0,REP,2016,20.6
8014,"THOMPSON, KIRK WAYNE",CA,36.0,REP,2016,20.6
8015,"WHITEHEAD, PAUL",CA,36.0,REP,2016,20.6
8016,"KEALY, DWIGHT",CA,36.0,REP,2016,20.6
8017,"WOLKOWICZ, STEPHAN 'STEVEN'",CA,36.0,REP,2016,20.6
8018,"RUIZ, RAUL DR.",CA,36.0,DEM,2016,20.6
8019,"STONE, JEFFREY E",CA,36.0,REP,2016,20.6
8020,"WIGGINS, CHRISTOPHER BLAKE",CA,37.0,DEM,2016,37.2
8021,"BASS, KAREN",CA,37.0,DEM,2016,37.2
8022,"HASAN, SHARIFF M",CA,37.0,REP,2016,37.2
8023,"DOWNING, RYAN",CA,38.0,REP,2016,21.9
8024,"ADAMS, SCOTT MICHAEL MR.",CA,38.0,IND,2016,21.9
8025,"SANCHEZ, LINDA",CA,38.0,DEM,2016,21.9
8026,"MURDOCK, BRETT",CA,39.0,DEM,2016,40.2
8027,"ROYCE, ED MR.",CA,39.0,REP,2016,40.2
8028,"GONZALEZ, ROMAN GABRIEL",CA,40.0,NPA,2016,9.2
8029,"ROYBAL-ALLARD, LUCILLE",CA,40.0,DEM,2016,9.2
8030,"RYAN, CODY",CA,41.0,REP,2016,17.0
8031,"FOX, RANDY",CA,41.0,REP,2016,17.0
8032,"SHEPHERD, DOUG",CA,41.0,REP,2016,17.0
8033,"TAKANO, MARK",CA,41.0,DEM,2016,17.0
8034,"CONDLEY, KERRI",CA,42.0,NNE,2016,24.3
8035,"CALVERT, KEN",CA,42.0,REP,2016,24.3
8036,"SHERIDAN, TIMOTHY J",CA,42.0,DEM,2016,24.3
8037,"WATERS, MAXINE MS",CA,43.0,DEM,2016,24.9
8038,"NAVARRO, OMAR",CA,43.0,REP,2016,24.9
8039,"DELGADILLO, MARTHA C.",CA,44.0,DEM,2016,12.1
8040,"ORTIZ, SYLVIA",CA,44.0,DEM,2016,12.1
8041,"SOTOMAYOR, ARMANDO",CA,44.0,DEM,2016,12.1
8042,"SIEGEL, RONALD",CA,44.0,REP,2016,12.1
8043,"DE MAURICIO, MICHAEL",CA,44.0,NPA,2016,12.1
8044,"GRIFFIN, MORRIS F",CA,44.0,DEM,2016,12.1
8045,"GIBSON, CHARLOTTE DIANE",CA,44.0,DEM,2016,12.1
8046,"ORTON, WILLIAM R. 'BILL'",CA,44.0,DEM,2016,12.1
8047,"CASTILLO, CHRISTOPHER",CA,44.0,REP,2016,12.1
8048,"JOYA, ANALILIA",CA,44.0,DEM,2016,12.1
8049,"MUSANTE, MARCUS",CA,44.0,DEM,2016,12.1
8050,"HALL, ISADORE III",CA,44.0,DEM,2016,12.1
8051,"BARRAGAN, NANETTE",CA,44.0,DEM,2016,12.1
8052,"GOURON, MAX M.D.",CA,45.0,DEM,2016,53.5
8053,"LAUTEN, ROBERT EDMUND",CA,45.0,IND,2016,53.5
8054,"VARASTEH, RON",CA,45.0,DEM,2016,53.5
8055,"RATHS, GREGORY G",CA,45.0,REP,2016,53.5
8056,"WALTERS, MIMI",CA,45.0,REP,2016,53.5
8057,"SCHOTT, LYNN",CA,46.0,REP,2016,17.6
8058,"SANCHEZ, HEBERTO M",CA,46.0,DEM,2016,17.6
8059,"GAONA, RODOLFO RUDY",CA,46.0,REP,2016,17.6
8060,"MARIN, NANCY TRINIDAD",CA,46.0,NPA,2016,17.6
8061,"CONTRERAS, LOUIE A",CA,46.0,REP,2016,17.6
8062,"BRANDMAN, JORDAN",CA,46.0,DEM,2016,17.6
8063,"CORREA, JOSE LUIS (LOU) MR.",CA,46.0,DEM,2016,17.6
8064,"NGUYEN, BAO QUOC",CA,46.0,DEM,2016,17.6
8065,"PETERSON, BOB",CA,46.0,REP,2016,17.6
8066,"DUNN, JOSEPH",CA,46.0,DEM,2016,17.6
8067,"KAHN, SANFORD W",CA,47.0,REP,2016,30.4
8068,"WHALLON, ANDREW",CA,47.0,REP,2016,30.4
8069,"LOWENTHAL, ALAN",CA,47.0,DEM,2016,30.4
8070,"BANUELOS, ROBERT JOHN",CA,48.0,DEM,2016,44.2
8071,"BAUGH, SCOTT",CA,48.0,REP,2016,44.2
8072,"SAVARY, SUZANNE JOYCE",CA,48.0,DEM,2016,44.2
8073,"ROHRABACHER, DANA",CA,48.0,REP,2016,44.2
8074,"WINGO , RYAN GLENN",CA,49.0,NPA,2016,43.0
8075,"APPLEGATE, DOUGLAS LOREN",CA,49.0,DEM,2016,43.0
8076,"ISSA, DARRELL ",CA,49.0,REP,2016,43.0
8077,"POWELL, MARK EDWARD",CA,50.0,OTH,2016,27.0
8078,"SHIOURA, FUJI H.",CA,50.0,NPA,2016,27.0
8079,"MEISTERLIN, SCOTT C",CA,50.0,REP,2016,27.0
8080,"SECOR, DAVID B",CA,50.0,DEM,2016,27.0
8081,"HUNTER, DUNCAN D.",CA,50.0,REP,2016,27.0
8082,"MALLOY, JEFFREY PATRICK",CA,50.0,DEM,2016,27.0
8083,"VARGAS, JUAN C.",CA,51.0,DEM,2016,13.8
8084,"SANCHEZ, CARLOS J MR",CA,51.0,REP,2016,13.8
8085,"HIDALGO, JUAN M JR",CA,51.0,REP,2016,13.8
8086,"MERCADO, JUAN CARLOS",CA,51.0,DEM,2016,13.8
8087,"CANADA, MIKE",CA,52.0,REP,2016,56.8
8088,"SIMON, FRED J JR MD",CA,52.0,REP,2016,56.8
8089,"GITSHAM, DENISE",CA,52.0,REP,2016,56.8
8090,"ATKINSON, JACQUIE",CA,52.0,REP,2016,56.8
8091,"ALLVORD, TERRY",CA,52.0,REP,2016,56.8
8092,"HORST, JOHN H",CA,52.0,REP,2016,56.8
8093,"PETERS, SCOTT",CA,52.0,DEM,2016,56.8
8094,"WALPERT, NICHOLAS 'NICK'",CA,53.0,DEM,2016,36.2
8095,"MENDOZA, MATTHEW JAMES",CA,53.0,REP,2016,36.2
8096,"ASH, JAMES",CA,53.0,REP,2016,36.2
8097,"DAVIS, SUSAN",CA,53.0,DEM,2016,36.2
8098,"VELTMEYER, JAMES",CA,53.0,REP,2016,36.2
8099,"STOKHAM, CHARLES WESLEY (CASPER)",CO,1.0,REP,2016,45.5
8100,"NORRIS, CHARLES H",CO,1.0,DEM,2016,45.5
8101,"DINGES, DARELL",CO,1.0,LIB,2016,45.5
8102,"DEGETTE, DIANA L.",CO,1.0,DEM,2016,45.5
8103,"LONGSTRETH, RICHARD TIETJEN MR. III",CO,2.0,LIB,2016,53.3
8104,"TODD, STEVEN S. MR.",CO,2.0,DEM,2016,53.3
8105,"WILLMENG , CLIFF",CO,2.0,GRE,2016,53.3
8106,"MORSE, NICHOLAS GRANT MR.",CO,2.0,REP,2016,53.3
8107,"POLIS, JARED",CO,2.0,DEM,2016,53.3
8108,"BEINSTEIN, ALEXANDER",CO,3.0,REP,2016,29.7
8109,"BRONSON, GORDON",CO,3.0,DEM,2016,29.7
8110,"SCHWARTZ, GAIL SHERIDAN MS.",CO,3.0,DEM,2016,29.7
8111,"CASIDA, TISHA TRINETTE",CO,3.0,UNK,2016,29.7
8112,"FRITZ, JIM",CO,3.0,IND,2016,29.7
8113,"SHELDON, STEPHEN MARC",CO,3.0,DEM,2016,29.7
8114,"GAYLON, KENT",CO,3.0,REP,2016,29.7
8115,"TIPTON, SCOTT R.",CO,3.0,REP,2016,29.7
8116,"GRIFFITH, BRUCE",CO,4.0,LIB,2016,33.7
8117,"HOWBERT , DONALD",CO,4.0,UNK,2016,33.7
8118,"SEAY, BOB",CO,4.0,DEM,2016,33.7
8119,"BUCK, KENNETH R",CO,4.0,REP,2016,33.7
8120,"PLOWRIGHT, MISTY",CO,5.0,DEM,2016,34.8
8121,"MARTINEZ, DONALD EDMUNDO",CO,5.0,DEM,2016,34.8
8122,"MCREDMOND, MICHAEL",CO,5.0,LIB,2016,34.8
8123,"IMRIE, CURTIS",CO,5.0,UN,2016,34.8
8124,"VARGAS, CALANDRA",CO,5.0,REP,2016,34.8
8125,"LAMBORN, DOUGLAS",CO,5.0,REP,2016,34.8
8126,"HANEY, PERRY",CO,6.0,DEM,2016,41.5
8127,"BRADELL, KYLE",CO,6.0,REP,2016,41.5
8128,"CARROLL, MORGAN",CO,6.0,DEM,2016,41.5
8129,"OLSEN, NORM",CO,6.0,LIB,2016,41.5
8130,"WORTHEY, ROBERT",CO,6.0,GRE,2016,41.5
8131,"COFFMAN, MIKE REP.",CO,6.0,REP,2016,41.5
8132,"PERLMUTTER, EDWIN G",CO,7.0,DEM,2016,31.4
8133,"BAKER, BRUCE",CO,7.0,REP,2016,31.4
8134,"BUCHANAN, MARTIN",CO,7.0,LIB,2016,31.4
8135,"ATHANASOPOULOS, GEORGE MR.",CO,7.0,REP,2016,31.4
8136,"PALACIOS, ART",CO,,REP,2016,
8137,"LARSON, JOHN B",CT,1.0,DEM,2016,36.4
8138,"DEROSA, S. MICHAEL",CT,1.0,GRE,2016,36.4
8139,"JACKSON, CHARLES",CT,1.0,UNK,2016,36.4
8140,"STEWART, MARK",CT,1.0,UNK,2016,36.4
8141,"COREY, MATTHEW M MR",CT,1.0,REP,2016,36.4
8142,"REALE, DANIEL J",CT,2.0,LIB,2016,34.3
8143,"PELTO, JONATHAN",CT,2.0,GRE,2016,34.3
8144,"TRACESKI, ELIZABETH F.",CT,2.0,UNK,2016,34.3
8145,"NOVAK, DARIA IRENE",CT,2.0,REP,2016,34.3
8146,"COURTNEY, JOSEPH D",CT,2.0,DEM,2016,34.3
8147,"BROOKES, ANN E",CT,2.0,REP,2016,34.3
8148,"CADENA , ANGEL LUIS JR",CT,3.0,REP,2016,35.6
8149,"RULE, ANDREW",CT,3.0,UNK,2016,35.6
8150,"SCHAEFER, CHRISTOPHER",CT,3.0,UNK,2016,35.6
8151,"DELARUO, ROSA L",CT,3.0,DEM,2016,35.6
8152,"VASSAR, CARL",CT,4.0,UNK,2016,48.7
8153,"SHABAN, JOHN T",CT,4.0,REP,2016,48.7
8154,"HIMES, JIM",CT,4.0,DEM,2016,48.7
8155,"MAXWELL, MATTHEW",CT,5.0,REP,2016,35.3
8156,"PISTONE, JOHN",CT,5.0,UNK,2016,35.3
8157,"ADAMS, ANN-MARIE",CT,5.0,UNK,2016,35.3
8158,"GREENSTEIN, MARK",CT,5.0,UNK,2016,35.3
8159,"SPERRY, AARON",CT,5.0,UNK,2016,35.3
8160,"STEVENS, WILLIAM MARK",CT,5.0,REP,2016,35.3
8161,"COPE, CLAY",CT,5.0,REP,2016,35.3
8162,"ESTY, ELIZABETH",CT,5.0,DEM,2016,35.3
8163,"MOULTON, MARTIN",DC,0.0,LIB,2016,
8164,"STRACUZZI, NATALE N.",DC,0.0,GRE,2016,
8165,"NORTON, ELEANOR HOLMES",DC,0.0,DEM,2016,
8166,"IZZO, ROSE",DE,0.0,REP,2016,30.5
8167,"REIGLE, HANS",DE,0.0,REP,2016,30.5
8168,"GESTY, SCOTT",DE,0.0,LIB,2016,30.5
8169,"WALKER, SCOTT",DE,0.0,DEM,2016,30.5
8170,"WEIR, ELIAS J",DE,0.0,DEM,2016,30.5
8171,"BARNEY, SEAN",DE,0.0,DEM,2016,30.5
8172,"MILLER, MICHEAL CARLTON SR",DE,0.0,DEM,2016,30.5
8173,"LINNEY, RACHELLE LEE",DE,0.0,UNK,2016,30.5
8174,"PERRI, MARK J.",DE,0.0,GRE,2016,30.5
8175,"SMITH, CAMPBELL",DE,0.0,UNK,2016,30.5
8176,"FRANZ, ROBERT NELSON III",DE,0.0,UNK,2016,30.5
8177,"ROCHESTER, LISA BLUNT",DE,0.0,DEM,2016,30.5
8178,"TOWNSEND, BRYAN",DE,0.0,DEM,2016,30.5
8179,"SHORT, BRYON HALL",DE,0.0,DEM,2016,30.5
8180,"BROWN, ANITRA NICOLE MS.",FL,1.0,NNE,2016,26.5
8181,"KONDRAT'YEV, AMANDA",FL,1.0,DEM,2016,26.5
8182,"BYDLAK, REBEKAH JOHANSEN MRS.",FL,1.0,REP,2016,26.5
8183,"RYAN, MICHELLE",FL,1.0,IND,2016,26.5
8184,"SPECHT, STEVEN K.",FL,1.0,DEM,2016,26.5
8185,"SCHREY, ELIZABETH ANNE",FL,1.0,NPA,2016,26.5
8186,"SAVAGE, MARVIN D",FL,1.0,DEM,2016,26.5
8187,"THIES, CHARLES",FL,1.0,IND,2016,26.5
