percent_bachelor_or_above,name,state_fips,district,year,congress_session,raceyear,state,area,repcandidate,demcandidate
35.9,"Congressional District 1 (115th Congress), Maine",23,01,2016,115th Congress,2016,Maine,District 1,"Holbrook, Mark I.","Pingree, Chellie"
22.5,"Congressional District 2 (115th Congress), Maine",23,02,2016,115th Congress,2016,Maine,District 2,"Poliquin, Bruce L.","Cain, Emily Ann"
30.5,"Congressional District 1 (115th Congress), Maryland",24,01,2016,115th Congress,2016,Maryland,District 1,"Harris, Andy","Werner, Joseph"
30.7,"Congressional District 2 (115th Congress), Maryland",24,02,2016,115th Congress,2016,Maryland,District 2,"McDonough, Patrick L.","Ruppersberger, C.A. Dutch"
46.6,"Congressional District 3 (115th Congress), Maryland",24,03,2016,115th Congress,2016,Maryland,District 3,"Plaster, Mark","Sarbanes, John P."
32.3,"Congressional District 4 (115th Congress), Maryland",24,04,2016,115th Congress,2016,Maryland,District 4,"McDermott, George E.","Brown, Anthony G."
34.0,"Congressional District 5 (115th Congress), Maryland",24,05,2016,115th Congress,2016,Maryland,District 5,"Arness, Mark Kenneth","Hoyer, Steny H."
41.2,"Congressional District 6 (115th Congress), Maryland",24,06,2016,115th Congress,2016,Maryland,District 6,"Hoeber, Amie","Delaney, John"
37.2,"Congressional District 7 (115th Congress), Maryland",24,07,2016,115th Congress,2016,Maryland,District 7,"Vaughn, Corrogan R.","Cummings, Elijah E."
53.8,"Congressional District 8 (115th Congress), Maryland",24,08,2016,115th Congress,2016,Maryland,District 8,"Cox, Dan","Raskin, Jamie"
28.8,"Congressional District 1 (115th Congress), Massachusetts",25,01,2016,115th Congress,2016,Massachusetts,District 1,,"Neal, Richard E."
37.3,"Congressional District 2 (115th Congress), Massachusetts",25,02,2016,115th Congress,2016,Massachusetts,District 2,,"McGovern, James"
36.8,"Congressional District 3 (115th Congress), Massachusetts",25,03,2016,115th Congress,2016,Massachusetts,District 3,"Wofford, Roseann Ehrhard","Tsongas, Nicola S."
49.5,"Congressional District 4 (115th Congress), Massachusetts",25,04,2016,115th Congress,2016,Massachusetts,District 4,"Rosa, David A.","Kennedy, Joseph Patrick III"
55.1,"Congressional District 5 (115th Congress), Massachusetts",25,05,2016,115th Congress,2016,Massachusetts,District 5,,"Clark, Katherine  M."
42.6,"Congressional District 6 (115th Congress), Massachusetts",25,06,2016,115th Congress,2016,Massachusetts,District 6,,"Moulton, Seth"
41.7,"Congressional District 7 (115th Congress), Massachusetts",25,07,2016,115th Congress,2016,Massachusetts,District 7,,"Capuano, Michael E."
44.7,"Congressional District 8 (115th Congress), Massachusetts",25,08,2016,115th Congress,2016,Massachusetts,District 8,"Burke, William","Lynch, Stephen F."
33.5,"Congressional District 9 (115th Congress), Massachusetts",25,09,2016,115th Congress,2016,Massachusetts,District 9,"Alliegro, Mark C.","Keating, William R."
23.7,"Congressional District 1 (115th Congress), Michigan",26,01,2016,115th Congress,2016,Michigan,District 1,"Bergman, Jack","Johnson, Lonnie Barton"
24.5,"Congressional District 2 (115th Congress), Michigan",26,02,2016,115th Congress,2016,Michigan,District 2,"Huizenga, Bill","Murphy, Dennis B."
29.9,"Congressional District 3 (115th Congress), Michigan",26,03,2016,115th Congress,2016,Michigan,District 3,"Amash, Justin","Smith, Douglas"
20.8,"Congressional District 4 (115th Congress), Michigan",26,04,2016,115th Congress,2016,Michigan,District 4,"Moolenaar, John","Wirth, Debra Freidell"
18.7,"Congressional District 5 (115th Congress), Michigan",26,05,2016,115th Congress,2016,Michigan,District 5,"Hardwick, Allen","Kildee, Daniel"
26.7,"Congressional District 6 (115th Congress), Michigan",26,06,2016,115th Congress,2016,Michigan,District 6,"Upton, Fred","Clements, Paul C."
23.3,"Congressional District 7 (115th Congress), Michigan",26,07,2016,115th Congress,2016,Michigan,District 7,"Walberg, Timothy","Driskell, Gretchen D."
39.4,"Congressional District 8 (115th Congress), Michigan",26,08,2016,115th Congress,2016,Michigan,District 8,"Bishop, Mike","Shkreli, Suzanna"
29.3,"Congressional District 9 (115th Congress), Michigan",26,09,2016,115th Congress,2016,Michigan,District 9,"Morse, Christopher R.","Levin, Sander M."
22.6,"Congressional District 10 (115th Congress), Michigan",26,10,2016,115th Congress,2016,Michigan,District 10,"Mitchell, Paul","Accavitti, Frank Jr."
45.8,"Congressional District 11 (115th Congress), Michigan",26,11,2016,115th Congress,2016,Michigan,District 11,"Trott, Dave A.","Kumar, Anil"
33.2,"Congressional District 12 (115th Congress), Michigan",26,12,2016,115th Congress,2016,Michigan,District 12,"Jones, Jeff","Dingell, Debbie"
14.5,"Congressional District 13 (115th Congress), Michigan",26,13,2016,115th Congress,2016,Michigan,District 13,"Gorman, Jeff","Conyers, John Jr."
30.0,"Congressional District 14 (115th Congress), Michigan",26,14,2016,115th Congress,2016,Michigan,District 14,"Klausner, Howard","Lawrence, Brenda"
27.3,"Congressional District 1 (115th Congress), Minnesota",27,01,2016,115th Congress,2016,Minnesota,District 1,"Hagedorn, James","Walz, Timothy J."
37.9,"Congressional District 2 (115th Congress), Minnesota",27,02,2016,115th Congress,2016,Minnesota,District 2,"Lewis, Jason Mark","Craig, Angela"
47.8,"Congressional District 3 (115th Congress), Minnesota",27,03,2016,115th Congress,2016,Minnesota,District 3,"Paulsen, Erik","Bonoff, Terri E."
42.6,"Congressional District 4 (115th Congress), Minnesota",27,04,2016,115th Congress,2016,Minnesota,District 4,"Ryan, Greg","McCollum, Betty"
44.0,"Congressional District 5 (115th Congress), Minnesota",27,05,2016,115th Congress,2016,Minnesota,District 5,"Drake, Frank Nelson","Ellison, Keith"
28.7,"Congressional District 6 (115th Congress), Minnesota",27,06,2016,115th Congress,2016,Minnesota,District 6,"Emmer, Tom","Snyder, David"
21.5,"Congressional District 7 (115th Congress), Minnesota",27,07,2016,115th Congress,2016,Minnesota,District 7,"Hughes, Dave","Peterson, Collin C."
22.6,"Congressional District 8 (115th Congress), Minnesota",27,08,2016,115th Congress,2016,Minnesota,District 8,"Mills, Stewart","Nolan, Richard M."
19.6,"Congressional District 1 (115th Congress), Mississippi",28,01,2016,115th Congress,2016,Mississippi,District 1,"Kelly, Trent","Owens, Jacob"
18.5,"Congressional District 2 (115th Congress), Mississippi",28,02,2016,115th Congress,2016,Mississippi,District 2,"Bouie, John II","Thompson, Bennie"
25.4,"Congressional District 3 (115th Congress), Mississippi",28,03,2016,115th Congress,2016,Mississippi,District 3,"Harper, Gregg","Quinn, Dennis C."
20.5,"Congressional District 4 (115th Congress), Mississippi",28,04,2016,115th Congress,2016,Mississippi,District 4,"Palazzo, Steven","Gladney, Mark"
30.5,"Congressional District 1 (115th Congress), Missouri",29,01,2016,115th Congress,2016,Missouri,District 1,"Bailey, Steven G.","Clay, William Lacy Jr."
48.2,"Congressional District 2 (115th Congress), Missouri",29,02,2016,115th Congress,2016,Missouri,District 2,"Wagner, Ann","Otto, Bill"
24.5,"Congressional District 3 (115th Congress), Missouri",29,03,2016,115th Congress,2016,Missouri,District 3,"Luetkemeyer, Blaine","Miller, Kevin"
24.3,"Congressional District 4 (115th Congress), Missouri",29,04,2016,115th Congress,2016,Missouri,District 4,"Hartzler, Vicky","Christensen, Gordon"
26.6,"Congressional District 5 (115th Congress), Missouri",29,05,2016,115th Congress,2016,Missouri,District 5,"Turk, Jacob","Cleaver, Emanuel"
27.0,"Congressional District 6 (115th Congress), Missouri",29,06,2016,115th Congress,2016,Missouri,District 6,"Graves, Samuel B. Jr.","Blackwell, David M."
23.5,"Congressional District 7 (115th Congress), Missouri",29,07,2016,115th Congress,2016,Missouri,District 7,"Long, Billy","Williams, Genevieve"
15.3,"Congressional District 8 (115th Congress), Missouri",29,08,2016,115th Congress,2016,Missouri,District 8,"Smith, Jason","Cowell, Dave"
29.9,"Congressional District (at Large) (115th Congress), Montana",30,00,2016,115th Congress,2016,Montana,At Large,"Zinke, Ryan","Juneau, Denise"
30.2,"Congressional District 1 (115th Congress), Nebraska",31,01,2016,115th Congress,2016,Nebraska,District 1,"Fortenberry, Jeff","Wik, Daniel M."
38.4,"Congressional District 2 (115th Congress), Nebraska",31,02,2016,115th Congress,2016,Nebraska,District 2,"Bacon, Don","Ashford, Brad"
21.2,"Congressional District 3 (115th Congress), Nebraska",31,03,2016,115th Congress,2016,Nebraska,District 3,"Smith, Adrian",
14.8,"Congressional District 1 (115th Congress), Nevada",32,01,2016,115th Congress,2016,Nevada,District 1,"Perry, Mary","Titus, Dina"
25.3,"Congressional District 2 (115th Congress), Nevada",32,02,2016,115th Congress,2016,Nevada,District 2,"Amodei, Mark","Evans, H.D."
31.4,"Congressional District 3 (115th Congress), Nevada",32,03,2016,115th Congress,2016,Nevada,District 3,"Tarkanian, Danny","Rosen, Jacky"
19.9,"Congressional District 4 (115th Congress), Nevada",32,04,2016,115th Congress,2016,Nevada,District 4,"Hardy, Cresent","Kihuen, Ruben"
36.1,"Congressional District 1 (115th Congress), New Hampshire",33,01,2016,115th Congress,2016,New Hampshire,District 1,"Guinta, Frank C.","Shea-Porter, Carol"
34.8,"Congressional District 2 (115th Congress), New Hampshire",33,02,2016,115th Congress,2016,New Hampshire,District 2,"Lawrence, James","Kuster, Ann McLane"
29.9,"Congressional District 1 (115th Congress), New Jersey",34,01,2016,115th Congress,2016,New Jersey,District 1,"Patterson, Bob","Norcross, Donald"
24.8,"Congressional District 2 (115th Congress), New Jersey",34,02,2016,115th Congress,2016,New Jersey,District 2,"LoBiondo, Frank A.","Cole, David H."
32.8,"Congressional District 3 (115th Congress), New Jersey",34,03,2016,115th Congress,2016,New Jersey,District 3,"MacArthur, Tom","Lavergne, Frederick John"
38.5,"Congressional District 4 (115th Congress), New Jersey",34,04,2016,115th Congress,2016,New Jersey,District 4,"Smith, Christopher H.","Phillipson, Lorna"
46.2,"Congressional District 5 (115th Congress), New Jersey",34,05,2016,115th Congress,2016,New Jersey,District 5,"Garrett, Scott","Gottheimer, Joshua S."
38.4,"Congressional District 6 (115th Congress), New Jersey",34,06,2016,115th Congress,2016,New Jersey,District 6,"Sonnek-Schmelz, Brent","Pallone, Frank Jr."
51.4,"Congressional District 7 (115th Congress), New Jersey",34,07,2016,115th Congress,2016,New Jersey,District 7,"Lance, Leonard","Jacob, Peter"
30.8,"Congressional District 8 (115th Congress), New Jersey",34,08,2016,115th Congress,2016,New Jersey,District 8,"Khan, Agha","Sires, Albio"
32.7,"Congressional District 9 (115th Congress), New Jersey",34,09,2016,115th Congress,2016,New Jersey,District 9,"Castillo, Hector L.","Pascrell, William J. Jr."
27.6,"Congressional District 10 (115th Congress), New Jersey",34,10,2016,115th Congress,2016,New Jersey,District 10,"Pinckney, David H.","Payne, Donald M. Jr."
52.1,"Congressional District 11 (115th Congress), New Jersey",34,11,2016,115th Congress,2016,New Jersey,District 11,"Frelinghuysen, Rodney","Wenzel, Joseph M."
43.6,"Congressional District 12 (115th Congress), New Jersey",34,12,2016,115th Congress,2016,New Jersey,District 12,"Uccio, Steven J.","Coleman, Bonnie Watson"
32.0,"Congressional District 1 (115th Congress), New Mexico",35,01,2016,115th Congress,2016,New Mexico,District 1,"Priem, Richard G.","Grisham, Michelle Lujan"
20.6,"Congressional District 2 (115th Congress), New Mexico",35,02,2016,115th Congress,2016,New Mexico,District 2,"Pearce, Steve","Soules, Merrie Lee"
27.1,"Congressional District 3 (115th Congress), New Mexico",35,03,2016,115th Congress,2016,New Mexico,District 3,"Romero, Michael H.","Lujan, Ben Ray"
34.7,"Congressional District 1 (115th Congress), New York",36,01,2016,115th Congress,2016,New York,District 1,"Zeldin, Lee M.","Throne-Holst, Anna"
29.3,"Congressional District 2 (115th Congress), New York",36,02,2016,115th Congress,2016,New York,District 2,"King, Peter T.","Gregory, DuWayne"
51.5,"Congressional District 3 (115th Congress), New York",36,03,2016,115th Congress,2016,New York,District 3,"Martins, Jack M.","Suozzi, Thomas R."
40.6,"Congressional District 4 (115th Congress), New York",36,04,2016,115th Congress,2016,New York,District 4,"Gurfein, David","Rice, Kathleen M."
24.2,"Congressional District 5 (115th Congress), New York",36,05,2016,115th Congress,2016,New York,District 5,"O'Reilly, Michael","Meeks, Gregory W."
36.2,"Congressional District 6 (115th Congress), New York",36,06,2016,115th Congress,2016,New York,District 6,"Maio, Danniel","Meng, Grace"
31.5,"Congressional District 7 (115th Congress), New York",36,07,2016,115th Congress,2016,New York,District 7,"Romaguera, Allan E.","Velazquez, Nydia"
30.1,"Congressional District 8 (115th Congress), New York",36,08,2016,115th Congress,2016,New York,District 8,,"Jeffries, Hakeem"
35.8,"Congressional District 9 (115th Congress), New York",36,09,2016,115th Congress,2016,New York,District 9,,"Clarke, Yvette D."
59.8,"Congressional District 10 (115th Congress), New York",36,10,2016,115th Congress,2016,New York,District 10,"Rosenthal, Philip","Nadler, Jerrold"
33.4,"Congressional District 11 (115th Congress), New York",36,11,2016,115th Congress,2016,New York,District 11,"Donovan, Daniel","Reichard, Richard"
71.1,"Congressional District 12 (115th Congress), New York",36,12,2016,115th Congress,2016,New York,District 12,"Ardini, Robert","Maloney, Carolyn B."
30.0,"Congressional District 13 (115th Congress), New York",36,13,2016,115th Congress,2016,New York,District 13,"Evans, Tony","Espaillat, Adriano"
25.4,"Congressional District 14 (115th Congress), New York",36,14,2016,115th Congress,2016,New York,District 14,"Spotorno, Frank","Crowley, Joseph"
12.9,"Congressional District 15 (115th Congress), New York",36,15,2016,115th Congress,2016,New York,District 15,"Vega, Alejandro","Serrano, Jose E."
39.1,"Congressional District 16 (115th Congress), New York",36,16,2016,115th Congress,2016,New York,District 16,,"Engel, Eliot L."
45.3,"Congressional District 17 (115th Congress), New York",36,17,2016,115th Congress,2016,New York,District 17,,"Lowey, Nita M."
35.0,"Congressional District 18 (115th Congress), New York",36,18,2016,115th Congress,2016,New York,District 18,"Oliva, Phil","Maloney, Sean"
27.7,"Congressional District 19 (115th Congress), New York",36,19,2016,115th Congress,2016,New York,District 19,"Faso, John","Teachout, Zephyr"
36.7,"Congressional District 20 (115th Congress), New York",36,20,2016,115th Congress,2016,New York,District 20,"Vitollo, Francis","Tonko, Paul D."
22.7,"Congressional District 21 (115th Congress), New York",36,21,2016,115th Congress,2016,New York,District 21,"Stefanik, Elise","Derrick, Mike"
24.1,"Congressional District 22 (115th Congress), New York",36,22,2016,115th Congress,2016,New York,District 22,"Tenney, Claudia","Myers, Kim"
25.3,"Congressional District 23 (115th Congress), New York",36,23,2016,115th Congress,2016,New York,District 23,"Reed, Thomas W. II","Plumb, John"
29.7,"Congressional District 24 (115th Congress), New York",36,24,2016,115th Congress,2016,New York,District 24,"Katko, John M.","Deacon, Colleen"
36.5,"Congressional District 25 (115th Congress), New York",36,25,2016,115th Congress,2016,New York,District 25,"Assini, Mark W.","Slaughter, Louise M."
30.0,"Congressional District 26 (115th Congress), New York",36,26,2016,115th Congress,2016,New York,District 26,"Schratz, Shelly","Higgins, Brian M."
29.1,"Congressional District 27 (115th Congress), New York",36,27,2016,115th Congress,2016,New York,District 27,"Collins, Chris","Kastenbaum, Diana"
25.9,"Congressional District 1 (115th Congress), North Carolina",37,01,2016,115th Congress,2016,North Carolina,District 1,"Dew, H. Powell Jr.","Butterfield, George K."
