,congressional_district,minority_percentage,year,candidates
1236,"Congressional District 6 (113th Congress), Texas",0.29532,2012,"Joe Barton (Republican), Kenneth Sanders (Democratic), Hugh Chauvin (Libertarian), Brandon Parmer (Green)"
1237,"Congressional District 7 (113th Congress), Texas",0.3074,2012,"John Culberson (Republican), James Cargas (Democratic), Drew Parks (Libertarian), Lance Findley (Green)"
1238,"Congressional District 8 (113th Congress), Texas",0.16523,2012,"Kevin Brady (Republican), Neil Burns (Democratic), Roy Hall (Libertarian)"
1239,"Congressional District 9 (113th Congress), Texas",0.61172,2012,"Al Green (Democratic), Steve Mueller (Republican), Vanessa Foster (Green), John Weider (Libertarian)"
1240,"Congressional District 10 (113th Congress), Texas",0.21209,2012,"Michael McCaul (Republican), Tawana Cadien (Democratic), Richard Priest (Libertarian)"
1241,"Congressional District 11 (113th Congress), Texas",0.1134,2012,"Mike Conaway (Republican), Jim Riley (Democratic), Scott Ballard (Libertarian)"
1242,"Congressional District 12 (113th Congress), Texas",0.19116,2012,"Kay Granger (Republican), Dave Robinson (Democratic), Matthew Solodow (Libertarian)"
1243,"Congressional District 13 (113th Congress), Texas",0.13371,2012,"Mac Thornberry (Republican), John Robert Deek (Libertarian), Keith F. Houston (Green)"
1244,"Congressional District 14 (113th Congress), Texas",0.28413,2012,"Randy Weber (Republican), Nick Lampson (Democratic), Zach Grady (Libertarian), Rhett Rosenquest Smith (Green)"
1245,"Congressional District 15 (113th Congress), Texas",0.09999,2012,"Ruben Hinojosa (Democratic), Dale Brueggemann (Republican), Ronald Finch (Libertarian)"
1246,"Congressional District 16 (113th Congress), Texas",0.17064,2012,"Beto O'Rourke (Democratic), Barbara Carrasco (Republican), Junart Sodoy (Libertarian)"
1247,"Congressional District 17 (113th Congress), Texas",0.24384,2012,"Bill Flores (Republican), Ben Easton (Libertarian)"
1248,"Congressional District 18 (113th Congress), Texas",0.54642,2012,"Sheila Jackson Lee (Democratic), Sean Seibert (Republican), Christopher Barber (Libertarian)"
1249,"Congressional District 19 (113th Congress), Texas",0.17953,2012,"Randy Neugebauer (Republican), Chip Peterson (Libertarian)"
1250,"Congressional District 20 (113th Congress), Texas",0.23935,2012,"Joaquín Castro (Democratic), David Rosa (Republican), Tracy Potts (Libertarian), Antonio Diaz (Green)"
1251,"Congressional District 21 (113th Congress), Texas",0.12983,2012,"Lamar Smith (Republican), Candace Duval (Democratic), John-Henry Liberty (Libertarian)"
1252,"Congressional District 22 (113th Congress), Texas",0.36871,2012,"Pete Olson (Republican), Kesha Rogers (Democratic), Steve Susman (Libertarian), Don Cook (Green)"
1253,"Congressional District 23 (113th Congress), Texas",0.15902,2012,"Pete Gallego (Democratic), Francisco ""Quico"" Canseco (Republican), Jeffrey Blunt (Libertarian), Ed Scharf (Green)"
1254,"Congressional District 24 (113th Congress), Texas",0.31758,2012,"Kenny Marchant (Republican), Tim Rusk (Democratic), John Stathas (Libertarian)"
1255,"Congressional District 25 (113th Congress), Texas",0.16417,2012,"Roger Williams (Republican), Elaine Henderson (Democratic), Betsy Dewey (Libertarian)"
1256,"Congressional District 26 (113th Congress), Texas",0.18767,2012,"Michael Burgess (Republican), David Sanchez (Democratic), Mark Boler (Libertarian)"
1257,"Congressional District 27 (113th Congress), Texas",0.16132,2012,"Blake Farenthold (Republican), Rose Meza Harrison (Democratic), William Bret Baldwin (Independent), Corrie Byrd (Libertarian)"
1258,"Congressional District 28 (113th Congress), Texas",0.13806,2012,"Henry Cuellar (Democratic), William Hayward (Republican), Patrick Hisel (Libertarian), Michael D. Cary (Green)"
1259,"Congressional District 29 (113th Congress), Texas",0.29651,2012,"Gene Green (Democratic), James Stanczack (Libertarian), Maria Selva (Green)"
1260,"Congressional District 30 (113th Congress), Texas",0.57449,2012,"Eddie Bernice Johnson (Democratic), Travis Washington Jr. (Republican), Ed Rankin (Libertarian)"
1261,"Congressional District 31 (113th Congress), Texas",0.21951,2012,"John Carter (Republican), Stephen Wyman (Democratic), Ethan Garofolo (Libertarian)"
1262,"Congressional District 32 (113th Congress), Texas",0.35336,2012,"Pete Sessions (Republican), Katherine Savers McGovern (Democratic), Seth Hollist (Libertarian)"
1263,"Congressional District 33 (113th Congress), Texas",0.32007,2012,"Marc Veasey (Democratic), Chuck Bradley (Republican), Ed Lindsay (Green)"
1264,"Congressional District 34 (113th Congress), Texas",0.1099,2012,"Filemon Vela Jr. (Democratic), Jessica Puente Bradshaw (Republican), Steven Shanklin (Libertarian)"
1265,"Congressional District 35 (113th Congress), Texas",0.2825,2012,"Lloyd Doggett (Democratic), Susan Narvaiz (Republican), Ross Lynn Leone (Libertarian), Meghan Owen (Green)"
1266,"Congressional District 36 (113th Congress), Texas",0.19755,2012,"Steve Stockman (Republican), Max Martin (Democratic), Michael Cole (Libertarian)"
1267,"Congressional District 1 (113th Congress), Utah",0.10826,2012,"Rob Bishop (Republican), Donna McAleer (Democratic), Sherry Phipps (Constitution)"
1268,"Congressional District 2 (113th Congress), Utah",0.13764,2012,"Chris Stewart (Republican), Jay Seegmiller (Democratic), Jonathan Garrard (Constitution), Joe Andrade (Independent), Charles Kimball (Independent)"
1269,"Congressional District 3 (113th Congress), Utah",0.08763,2012,"Jason Chaffetz (Republican), Soren Simonsen (Democratic)"
1270,"Congressional District 4 (113th Congress), Utah",0.14293,2012,"Jim Matheson (Democratic), Mia Love (Republican), Jim Vein (Libertarian)"
1271,"Congressional District (at Large) (113th Congress), Vermont",0.04913,2012,"Peter Welch (Democratic), Mark Donka (Republican), James Desrochers (Independent), Jane Newton (Liberty, Andre LaFramboise (Independent)"
1272,"Congressional District 1 (113th Congress), Virginia",0.26245,2012,"Rob Wittman (Republican), Adam Cook (Democratic), Gail Parker (Independent"
1273,"Congressional District 2 (113th Congress), Virginia",0.33302,2012,"Scott Rigell (Republican), Paul Hirschbiel (Democratic)"
1274,"Congressional District 3 (113th Congress), Virginia",0.64152,2012,"Bobby Scott (Democratic), Dean Longo (Republican)"
1275,"Congressional District 4 (113th Congress), Virginia",0.38478,2012,"Randy Forbes (Republican), Ella Ward (Democratic)"
1276,"Congressional District 5 (113th Congress), Virginia",0.25296,2012,"Robert Hurt (Republican), John Douglass (Democratic), Kenneth Hildebrant (Independent"
1277,"Congressional District 6 (113th Congress), Virginia",0.15737,2012,"Bob Goodlatte (Republican), Andy Schmookler (Democratic)"
1278,"Congressional District 7 (113th Congress), Virginia",0.22711,2012,"Eric Cantor (Republican), E. Wayne Powell (Democratic)"
1279,"Congressional District 8 (113th Congress), Virginia",0.36061,2012,"Jim Moran (Democratic), Jay Patrick Murray (Republican), Jason Howell (Independent), Janet Murphy (Independent)"
1280,"Congressional District 9 (113th Congress), Virginia",0.08653,2012,"Morgan Griffith (Republican), Anthony Flaccavento (Democratic)"
1281,"Congressional District 10 (113th Congress), Virginia",0.26821,2012,"Frank Wolf (Republican), Kristin Cabral (Democratic), Kevin Chisholm,  "
1282,"Congressional District 11 (113th Congress), Virginia",0.40249,2012,"Gerry Connolly (Democratic), Chris Perkins (Republican), Mark Gibson (Independent), Chris DeCarlo (Independent), Joe Galdo (Green), Peter Marchetti (Independent"
1283,"Congressional District 1 (113th Congress), Washington",0.18521,2012,"Suzan DelBene (Democratic), John Koster (Republican)"
1284,"Congressional District 2 (113th Congress), Washington",0.19193,2012,"Rick Larsen (Democratic), Dan Matthews (Republican)"
1285,"Congressional District 3 (113th Congress), Washington",0.12861,2012,"Jaime Herrera Beutler (Republican), Jon T. Haugen (Democratic)"
1286,"Congressional District 4 (113th Congress), Washington",0.23809,2012,"Doc Hastings (Republican), Mary Baechler (Democratic)"
1287,"Congressional District 5 (113th Congress), Washington",0.11266,2012,"Cathy McMorris Rodgers (Republican), Rich Cowan (Democratic)"
1288,"Congressional District 6 (113th Congress), Washington",0.18443,2012,"Derek Kilmer (Democratic), Bill Driscoll (Republican)"
1289,"Congressional District 7 (113th Congress), Washington",0.23495,2012,"Jim McDermott (Democratic), Ron Bemis (Republican)"
1290,"Congressional District 8 (113th Congress), Washington",0.19256,2012,"Dave Reichert (Republican), Karen Porterfeild (Democratic)"
1291,"Congressional District 9 (113th Congress), Washington",0.45333,2012,"Adam Smith (Democratic), James Postma (Republican)"
1292,"Congressional District 10 (113th Congress), Washington",0.24071,2012,"Denny Heck (Democratic), Richard (Dick)"
1293,"Congressional District 1 (113th Congress), West Virginia",0.05087,2012,"David McKinley (Republican), Sue Thorn (Democratic)"
1294,"Congressional District 2 (113th Congress), West Virginia",0.07632,2012,"Shelley Moore Capito (Republican), Howard Swint (Democratic)"
1295,"Congressional District 3 (113th Congress), West Virginia",0.06213,2012,"Nick Rahall (Democratic), Rick Snuffer (Republican)"
1296,"Congressional District 1 (113th Congress), Wisconsin",0.11305,2012,"Paul Ryan (Republican), Rob Zerban (Democratic), Keith Deschler (Libertarian)"
1297,"Congressional District 2 (113th Congress), Wisconsin",0.12657,2012,"Mark Pocan (Democratic), Chad Lee (Republican)"
1298,"Congressional District 3 (113th Congress), Wisconsin",0.05727,2012,"Ron Kind (Democratic), Ray Boland (Republican)"
1299,"Congressional District 4 (113th Congress), Wisconsin",0.47497,2012,"Gwen Moore (Democratic), Dan Sebring (Republican), Robert R. Raymond (Independent)"
1300,"Congressional District 5 (113th Congress), Wisconsin",0.07381,2012,"Jim Sensenbrenner (Republican), Dave Heaster (Democratic)"
1301,"Congressional District 6 (113th Congress), Wisconsin",0.06735,2012,"Tom Petri (Republican), Joe Kallas (Democratic)"
1302,"Congressional District 7 (113th Congress), Wisconsin",0.05951,2012,"Sean Duffy (Republican), Pat Kreitlow (Democratic)"
1303,"Congressional District 8 (113th Congress), Wisconsin",0.08683,2012,"Reid Ribble (Republican), Jamie Wall (Democratic)"
1304,"Congressional District (at Large) (113th Congress), Wyoming",0.09128,2012,"Cynthia Lummis (Republican), Chris Henrichsen (Democratic), Richard Brubaker (Libertarian), Daniel Cummings (Constitution), Don Wills (Wyoming"
1305,"Congressional District 1 (114th Congress), Alabama",0.32769,2014,"Bradley Byrne (Republican),  Burton LeFlore (Democratic)"
1306,"Congressional District 2 (114th Congress), Alabama",0.34606,2014,"Martha Roby (Republican), Erick Wright (Democratic)"
1307,"Congressional District 3 (114th Congress), Alabama",0.30279,2014,"Mike Rogers (Republican), Jesse Smith (Democratic)"
1308,"Congressional District 4 (114th Congress), Alabama",0.12716,2014,Robert Aderholt (Republican)
1309,"Congressional District 5 (114th Congress), Alabama",0.23241,2014,"Mo Brooks (Republican), Mark Bray (Independent)"
1310,"Congressional District 6 (114th Congress), Alabama",0.20673,2014,"Gary Palmer (Republican), Mark Lester (Democratic),  Aimee Love (Libertarian)"
1311,"Congressional District 7 (114th Congress), Alabama",0.67103,2014,Terri Sewell (Democratic)
1312,"Congressional District (at Large) (114th Congress), Alaska",0.34361,2014,"Don Young (Republican), Forrest Dunbar (Democratic), Jim McDermott (Libertarian)"
1313,"Congressional District 1 (114th Congress), Arizona",0.34248,2014,"Ann Kirkpatrick (Democratic), Andy Tobin (Republican)"
1314,"Congressional District 2 (114th Congress), Arizona",0.18625,2014,"Martha McSally (Republican),  Ron Barber (Democratic)"
1315,"Congressional District 3 (114th Congress), Arizona",0.25737,2014,"Raúl Grijalva (Democratic), Gabriela Saucedo Mercer (Republican)"
1316,"Congressional District 4 (114th Congress), Arizona",0.11421,2014,"Paul Gosar (Republican), Mike Weisser (Democratic), Chris Rike (Libertarian)"
1317,"Congressional District 5 (114th Congress), Arizona",0.14151,2014,"Matt Salmon (Republican), James Woods (Democratic)"
1318,"Congressional District 6 (114th Congress), Arizona",0.14073,2014,"David Schweikert (Republican), John Williamson (Democratic)"
1319,"Congressional District 7 (114th Congress), Arizona",0.37018,2014,"Ruben Gallego (Democratic), Joe Cobb (Libertarian), Rebecca DeWitt (Americans, Jose Penalosa (Independent)"
1320,"Congressional District 8 (114th Congress), Arizona",0.15864,2014,"Trent Franks (Republican), Stephen Dolgos (Americans"
1321,"Congressional District 9 (114th Congress), Arizona",0.23608,2014,"Kyrsten Sinema (Democratic), Wendy Rogers (Republican), Powell Gammill (Libertarian)"
1322,"Congressional District 1 (114th Congress), Arkansas",0.21144,2014,"Rick Crawford (Republican), Jackie McPherson (Democratic), Brian Willhite (Libertarian)"
1323,"Congressional District 2 (114th Congress), Arkansas",0.26969,2014,"French Hill (Republican), Pat Hays (Democratic), Debbie Standiford (Libertarian)"
1324,"Congressional District 3 (114th Congress), Arkansas",0.13876,2014,"Steve Womack (Republican), Grant Brand (Libertarian)"
1325,"Congressional District 4 (114th Congress), Arkansas",0.25102,2014,"Bruce Westerman (Republican), James Lee Witt (Democratic), Ken Hamilton (Libertarian)"
1326,"Congressional District 1 (114th Congress), California",0.14182,2014,"Doug LaMalfa (Republican), Heidi Hall (Democratic)"
1327,"Congressional District 2 (114th Congress), California",0.20252,2014,"Jared Huffman (Democratic), Dale Mensing (Republican)"
1328,"Congressional District 3 (114th Congress), California",0.34647,2014,"John Garamendi (Democratic), Dan Logue (Republican)"
1329,"Congressional District 4 (114th Congress), California",0.13787,2014,"Tom McClintock (Republican), Art Moore (Republican)"
1330,"Congressional District 5 (114th Congress), California",0.35204,2014,"Mike Thompson (Democratic), James Hinton (Independent)"
1331,"Congressional District 6 (114th Congress), California",0.48611,2014,"Doris Matsui (Democratic), Joseph McCray Sr. (Republican)"
1332,"Congressional District 7 (114th Congress), California",0.33913,2014,"Ami Bera (Democratic),  Doug Ose (Republican)"
1333,"Congressional District 8 (114th Congress), California",0.24408,2014,"Paul Cook (Republican), Bob Conaway (Democratic)"
1334,"Congressional District 9 (114th Congress), California",0.454,2014,"Jerry McNerney (Democratic), Tony Amador (Republican)"
1335,"Congressional District 10 (114th Congress), California",0.26557,2014,"Jeff Denham (Republican), Michael Eggman (Democratic)"
1336,"Congressional District 11 (114th Congress), California",0.37984,2014,"Mark DeSaulnier (Democratic), Tue Phan (Republican)"
1337,"Congressional District 12 (114th Congress), California",0.50103,2014,"Nancy Pelosi (Democratic), John Dennis (Republican)"
1338,"Congressional District 13 (114th Congress), California",0.5538,2014,"Barbara Lee (Democratic), Dakin Sundeen (Republican)"
1339,"Congressional District 14 (114th Congress), California",0.53793,2014,"Jackie Speier (Democratic), Robin Chew (Republican)"
1340,"Congressional District 15 (114th Congress), California",0.5223,2014,"Eric Swalwell (Democratic), Hugh Bussell (Republican)"
